,Strain,env,Mut_ID,avgS,varS,seS,Mean_GR,Std_err,mutCall,minCI,maxCI
1741,LK1-F05,30SC5,9,0.00279872419306931,0.00159110820548054,0.00301530212225246,0.316423025357206,0.00693588018735005,Neutral,-0.00498075528234204,0.0105782036684807
1742,LK1-F05,30SC5,10,-0.00986429474741128,0.00102990972108733,0.00105920064872353,0.316423025357206,0.00693588018735005,Deleterious,-0.012597032421118,-0.00713155707370457
1743,LK1-F05,30SC5,11,0.000203010752763913,0.00125443375095905,0.00205516000913841,0.316423025357206,0.00693588018735005,Neutral,-0.00509930207081319,0.00550532357634101
1744,LK1-F05,30SC5,14,0.00109138681172246,0.00192405102059148,0.00304142159052394,0.316423025357206,0.00693588018735005,Neutral,-0.00675548089182931,0.00893825451527423
1745,LK1-F05,30SC5,15,-0.00633151154205982,0.000970353235097982,0.00152727859019318,0.316423025357206,0.00693588018735005,Deleterious,-0.0102718903047582,-0.00239113277936142
1746,LK1-F05,30SC5,17,-0.0178375906869895,0.000948967410948636,0.00158445441593011,0.316423025357206,0.00693588018735005,Deleterious,-0.0219254830800892,-0.0137496982938898
1747,LK1-F05,30SC5,18,-0.00365046727837374,0.000815835120772831,0.00116607255404115,0.316423025357206,0.00693588018735005,Deleterious,-0.00665893446779991,-0.000642000088947573
1748,LK1-F05,30SC5,19,0.026007469497673,0.00188337812493457,0.00293927698540773,0.316423025357206,0.00693588018735005,Beneficial,0.0184241348753211,0.0335908041200249
1749,LK1-F05,30SC5,21,0.00718401991455187,0.00200503533206932,0.00555398032193589,0.316423025357206,0.00693588018735005,Neutral,-0.00714524931604273,0.0215132891451465
1750,LK1-F05,30SC5,22,0.0383281314367871,0.00102586540717171,0.00188733480437114,0.316423025357206,0.00693588018735005,Beneficial,0.0334588076415096,0.0431974552320646
1751,LK1-F05,30SC5,24,-0.0112917478217199,0.00111502901524576,0.00609652637503729,0.316423025357206,0.00693588018735005,Neutral,-0.0270207858693161,0.00443729022587631
1752,LK1-F05,30SC5,26,0.00749020372237249,0.00092405527371972,0.00193812338381569,0.316423025357206,0.00693588018735005,Beneficial,0.00248984539212801,0.012490562052617
1753,LK1-F05,30SC5,27,-0.0050037346428935,0.00111161459744645,0.00145929088264322,0.316423025357206,0.00693588018735005,Deleterious,-0.00876870512011301,-0.00123876416567399
1754,LK1-F05,30SC5,29,0.0280141575969205,0.00103361920999549,0.00215776328344122,0.316423025357206,0.00693588018735005,Beneficial,0.0224471283256422,0.0335811868681988
1755,LK1-F05,30SC5,30,-0.0239417138529603,0.0011493117991279,0.00906055737456074,0.316423025357206,0.00693588018735005,Deleterious,-0.047317951879327,-0.000565475826593588
1756,LK1-F05,30SC5,33,-0.00650691232900093,0.002114415572278,0.00520652397980476,0.316423025357206,0.00693588018735005,Neutral,-0.0199397441968972,0.00692591953889535
1757,LK1-F05,30SC5,34,0.00237671431705062,0.00180226841533111,0.00567303838868415,0.316423025357206,0.00693588018735005,Neutral,-0.0122597247257545,0.0170131533598557
1758,LK1-F05,30SC5,35,0.0111760621075179,0.0019608234241099,0.00282902119375842,0.316423025357206,0.00693588018735005,Beneficial,0.00387718742762118,0.0184749367874146
1759,LK1-F05,30SC5,40,0.0051652443217188,0.00172203590888475,0.00204941152105811,0.316423025357206,0.00693588018735005,Neutral,-0.000122237402611124,0.0104527260460487
1760,LK1-F05,30SC5,42,0.0399906890904549,0.00151857847726553,0.0137776017382631,0.316423025357206,0.00693588018735005,Beneficial,0.0044444766057361,0.0755369015751737
1761,LK1-F05,30SC5,43,-0.0312915052412425,0.00217816198010464,0.00453306716534351,0.316423025357206,0.00693588018735005,Deleterious,-0.0429868185278288,-0.0195961919546562
1762,LK1-F05,30SC5,44,0.00985606993305125,0.00229436734102,0.00279355876037843,0.316423025357206,0.00693588018735005,Beneficial,0.0026486883312749,0.0170634515348276
1763,LK1-F05,30SC5,45,-0.039570206609788,0.00385973535296282,0.0109825648088271,0.316423025357206,0.00693588018735005,Deleterious,-0.0679052238165619,-0.0112351894030141
1764,LK1-F05,30SC5,46,-0.0875661153971076,0.00229431358663465,0.00347495822514432,0.316423025357206,0.00693588018735005,Deleterious,-0.0965315076179799,-0.0786007231762352
1765,LK1-F05,30SC5,47,-0.0148683316282605,0.00225064737885004,0.0041932305740641,0.316423025357206,0.00693588018735005,Deleterious,-0.0256868665093459,-0.00404979674717512
1766,LK1-F05,30SC5,49,-0.0218623494400945,0.00216121058694095,0.00265325722439994,0.316423025357206,0.00693588018735005,Deleterious,-0.0287077530790463,-0.0150169458011427
1767,LK1-F05,30SC5,50,0.00776248521009679,0.00167778719441934,0.00337838990191826,0.316423025357206,0.00693588018735005,Neutral,-0.00095376073685232,0.0164787311570459
1768,LK1-F05,30SC5,51,-0.00209089422906689,0.00124468173355402,0.00197530342382045,0.316423025357206,0.00693588018735005,Neutral,-0.00718717706252365,0.00300538860438987
1769,LK1-F05,30SC5,52,-0.0193830090478988,0.00170962308669841,0.00742624614653871,0.316423025357206,0.00693588018735005,Deleterious,-0.0385427241059687,-0.000223293989828927
1770,LK1-F05,30SC5,53,-0.0403099206473912,0.00284292231746782,0.0106638122966748,0.316423025357206,0.00693588018735005,Deleterious,-0.0678225563728122,-0.0127972849219702
1771,LK1-F05,30SC5,55,-0.0377666806380897,0.0017920046345949,0.00409239622536392,0.316423025357206,0.00693588018735005,Deleterious,-0.0483250628995286,-0.0272082983766508
1772,LK1-F05,30SC5,58,-0.000636171304615532,0.00297290249558755,0.00351953032827035,0.316423025357206,0.00693588018735005,Neutral,-0.00971655955155304,0.00844421694232197
1773,LK1-F05,30SC5,59,-0.0251709912214403,0.00170554603078757,0.00281651775002772,0.316423025357206,0.00693588018735005,Deleterious,-0.0324376070165118,-0.0179043754263688
1774,LK1-F05,30SC5,60,0.0200026235702424,0.00214410175625357,0.00908104906734893,0.316423025357206,0.00693588018735005,Neutral,-0.00342648302351784,0.0434317301640026
1775,LK1-F05,30SC5,62,-0.00811663364621937,0.00127965673903813,0.00136479799414781,0.316423025357206,0.00693588018735005,Deleterious,-0.0116378124711207,-0.00459545482131802
1776,LK1-F05,30SC5,63,-0.02366739140381,0.00320207643096459,0.00749511704315595,0.316423025357206,0.00693588018735005,Deleterious,-0.0430047933751524,-0.00432998943246765
1777,LK1-F05,30SC5,64,-0.00185102038654837,0.00203752376802578,0.00573265092091442,0.316423025357206,0.00693588018735005,Neutral,-0.0166412597625076,0.0129392189894108
1778,LK1-F05,30SC5,66,0.0258065572039289,0.00174569282883107,0.00161536569269088,0.316423025357206,0.00693588018735005,Beneficial,0.0216389137167864,0.0299742006910714
1779,LK1-F05,30SC5,68,0.0424686280906804,0.00143943094195033,0.00182327202635876,0.316423025357206,0.00693588018735005,Beneficial,0.0377645862626748,0.047172669918686
1780,LK1-F05,30SC5,69,-0.0265539711462779,0.0020589057050504,0.0044494011103596,0.316423025357206,0.00693588018735005,Deleterious,-0.0380334260110057,-0.0150745162815501
1781,LK1-F05,30SC5,70,-0.00690416942496707,0.00196714253852863,0.00258668919961473,0.316423025357206,0.00693588018735005,Deleterious,-0.0135778275599731,-0.000230511289961066
1782,LK1-F05,30SC5,71,-0.0283763829417929,0.00291933668316017,0.0067017066519371,0.316423025357206,0.00693588018735005,Deleterious,-0.0456667861037906,-0.0110859797797952
1783,LK1-F05,30SC5,72,-0.00577551115201633,0.00187179704984744,0.00398279887304316,0.316423025357206,0.00693588018735005,Neutral,-0.0160511322444677,0.00450010994043502
1784,LK1-F05,30SC5,73,-0.00664578298700329,0.00307459386571805,0.0143168755104319,0.316423025357206,0.00693588018735005,Neutral,-0.0435833218039176,0.030291755829911
1785,LK1-F05,30SC5,75,0.0169248200663402,0.00360399946236241,0.0212249836936404,0.316423025357206,0.00693588018735005,Neutral,-0.037835637863252,0.0716852779959324
1786,LK1-F05,30SC5,76,-0.010963431253283,0.00261231259779949,0.00659837429194936,0.316423025357206,0.00693588018735005,Neutral,-0.0279872369265124,0.00606037441994635
1787,LK1-F05,30SC5,78,-0.00403122590326991,0.00186742407884688,0.00192108339762906,0.316423025357206,0.00693588018735005,Neutral,-0.00898762106915288,0.000925169262613065
1788,LK1-F05,30SC5,79,-0.00403258576499888,0.00125381623567675,0.00527850196694469,0.316423025357206,0.00693588018735005,Neutral,-0.0176511208397162,0.00958594930971842
1789,LK1-F05,30SC5,80,0.0143376114924821,0.00158907165945715,0.00230921095465046,0.316423025357206,0.00693588018735005,Beneficial,0.00837984722948391,0.0202953757554803
1790,LK1-F05,30SC5,81,0.0141846131363644,0.00213541985555253,0.00253996446888137,0.316423025357206,0.00693588018735005,Beneficial,0.00763150480665047,0.0207377214660783
1791,LK1-F05,30SC5,82,-0.0108652165058601,0.00168328353510652,0.00291572152228012,0.316423025357206,0.00693588018735005,Deleterious,-0.0183877780333428,-0.00334265497837739
1792,LK1-F05,30SC5,83,0.00778455915451277,0.0012300854126281,0.0027990960923014,0.316423025357206,0.00693588018735005,Beneficial,0.000562891236375158,0.0150062270726504
1793,LK1-F05,30SC5,84,0.00839316707393603,0.00258473295469938,0.00503393674609836,0.316423025357206,0.00693588018735005,Neutral,-0.00459438973099774,0.0213807238788698
1794,LK1-F05,30SC5,85,-0.0136784178587991,0.00199728905885324,0.00276630593054228,0.316423025357206,0.00693588018735005,Deleterious,-0.0208154871595982,-0.00654134855800002
1795,LK1-F05,30SC5,86,-0.000506724472722458,0.0022979001844824,0.00748641075302346,0.316423025357206,0.00693588018735005,Neutral,-0.019821664215523,0.0188082152700781
1796,LK1-F05,30SC5,88,0.0273321243443635,0.00103977125805316,0.00220425592808777,0.316423025357206,0.00693588018735005,Beneficial,0.0216451440498971,0.0330191046388299
1797,LK1-F05,30SC5,91,0.00358050071524274,0.00136533634232591,0.00153560862705481,0.316423025357206,0.00693588018735005,Neutral,-0.00038136954255867,0.00754237097304415
1798,LK1-F05,30SC5,92,0.0071515818149907,0.00330125089423551,0.00515974719172795,0.316423025357206,0.00693588018735005,Neutral,-0.00616056593966741,0.0204637295696488
1799,LK1-F05,30SC5,94,-0.00181769076151737,0.00170347018285164,0.0027454469008131,0.316423025357206,0.00693588018735005,Neutral,-0.00890094376561517,0.00526556224258043
1800,LK1-F05,30SC5,96,0.00346160092278239,0.00272180111279291,0.00402507106769033,0.316423025357206,0.00693588018735005,Neutral,-0.00692308243185866,0.0138462842774234
1801,LK1-F05,30SC5,97,0.00753116927552454,0.0013389441922913,0.00493400849815257,0.316423025357206,0.00693588018735005,Neutral,-0.00519857264970909,0.0202609112007582
1802,LK1-F05,30SC5,99,-0.00109308163999455,0.000781400738849043,0.000889320772321229,0.316423025357206,0.00693588018735005,Neutral,-0.00338752923258332,0.00120136595259422
1803,LK1-F05,30SC5,101,0.0139632430892358,0.0012362405913909,0.00232345228702706,0.316423025357206,0.00693588018735005,Beneficial,0.00796873618870599,0.0199577499897656
1804,LK1-F05,30SC5,102,-0.000310581617078723,0.00104262030957566,0.00117983746112778,0.316423025357206,0.00693588018735005,Neutral,-0.0033545622667884,0.00273339903263095
1805,LK1-F05,30SC5,103,-0.0358473077222278,0.00206414959830864,0.00173085614289159,0.316423025357206,0.00693588018735005,Deleterious,-0.0403129165708881,-0.0313816988735675
1806,LK1-F05,30SC5,104,-0.00216113784408147,0.00149399681082179,0.00136827499234032,0.316423025357206,0.00693588018735005,Neutral,-0.0056912873243195,0.00136901163615656
1807,LK1-F05,30SC5,105,0.0235307593927896,0.00100009022198764,0.00195003190184262,0.316423025357206,0.00693588018735005,Beneficial,0.0184996770860356,0.0285618416995436
1808,LK1-F05,30SC5,107,-0.0821336304391496,0.00107772300785984,0.0103813438815013,0.316423025357206,0.00693588018735005,Deleterious,-0.108917497653423,-0.0553497632248763
1809,LK1-F05,30SC5,108,-0.00631581333575595,0.000999226820122121,0.00218654740857872,0.316423025357206,0.00693588018735005,Deleterious,-0.011957105649889,-0.000674521021622852
1810,LK1-F05,30SC5,110,0.00125131810476331,0.00153193881710926,0.00225974837619093,0.316423025357206,0.00693588018735005,Neutral,-0.00457883270580929,0.00708146891533591
1811,LK1-F05,30SC5,114,-0.00645308018524525,0.00155963289814658,0.00169321358346785,0.316423025357206,0.00693588018735005,Deleterious,-0.0108215712305923,-0.0020845891398982
1812,LK1-F05,30SC5,115,0.00993392641325175,0.00144888980734371,0.00308742121926309,0.316423025357206,0.00693588018735005,Beneficial,0.00196837966755298,0.0178994731589505
1813,LK1-F05,30SC5,117,0.0563550114214189,0.000786323642247239,0.00141270849253888,0.316423025357206,0.00693588018735005,Beneficial,0.0527102235106686,0.0599997993321692
1814,LK1-F05,30SC5,119,0.00576681778332483,0.00465245277025182,0.0196902107028083,0.316423025357206,0.00693588018735005,Neutral,-0.0450339258299206,0.0565675613965702
1815,LK1-F05,30SC5,120,0.0126421658281429,0.00134241162403081,0.00503274489797848,0.316423025357206,0.00693588018735005,Neutral,-0.000342316008641579,0.0256266476649274
1816,LK1-F05,30SC5,121,-0.0129494809981658,0.00148893868594777,0.00190334491451756,0.316423025357206,0.00693588018735005,Deleterious,-0.0178601108776211,-0.00803885111871049
1817,LK1-F05,30SC5,122,-0.00107094564763062,0.00092694448950201,0.00146993529304488,0.316423025357206,0.00693588018735005,Neutral,-0.00486337870368641,0.00272148740842517
1818,LK1-F05,30SC5,123,0.0086235664433593,0.00313574990642492,0.00762033087940232,0.316423025357206,0.00693588018735005,Neutral,-0.0110368872254987,0.0282840201122173
1819,LK1-F05,30SC5,124,0.00177097613551307,0.00198090344742868,0.00207516549755345,0.316423025357206,0.00693588018735005,Neutral,-0.00358295084817483,0.00712490311920097
1820,LK1-F05,30SC5,127,-0.0117900760469474,0.00191199212225805,0.00315567620383133,0.316423025357206,0.00693588018735005,Deleterious,-0.0199317206528322,-0.00364843144106257
1821,LK1-F05,30SC7,1,-0.0336283522083579,0.00213819107562151,0.00533940205843503,0.26199005566209,0.00206564132819356,Deleterious,-0.0474040095191203,-0.0198526948975955
1822,LK1-F05,30SC7,2,0.0135616351175934,0.00100277266614696,0.00189244047476396,0.26199005566209,0.00206564132819356,Beneficial,0.00867913869270238,0.0184441315424844
1823,LK1-F05,30SC7,3,0.000818219685806064,0.00118807356873954,0.00233449753816232,0.26199005566209,0.00206564132819356,Neutral,-0.00520478396265272,0.00684122333426485
1824,LK1-F05,30SC7,5,-0.0130556563679371,0.00210624316239097,0.0187360755513304,0.26199005566209,0.00206564132819356,Neutral,-0.0613947312903695,0.0352834185544953
1825,LK1-F05,30SC7,6,-0.00148469022294889,0.000940248172985396,0.00145522371657502,0.26199005566209,0.00206564132819356,Neutral,-0.00523916741171244,0.00226978696581466
1826,LK1-F05,30SC7,7,0.0102225880268372,0.0014487066316478,0.00163039176450808,0.26199005566209,0.00206564132819356,Beneficial,0.00601617727440635,0.014428998779268
1827,LK1-F05,30SC7,9,0.00830843836468377,0.00175284277481185,0.00299049751407573,0.26199005566209,0.00206564132819356,Beneficial,0.000592954778368388,0.0160239219509992
1828,LK1-F05,30SC7,10,-0.00306713474261699,0.00116149829682043,0.00111575403676038,0.26199005566209,0.00206564132819356,Deleterious,-0.00594578015745877,-0.00018848932777521
1829,LK1-F05,30SC7,11,-0.000343964161680773,0.00163449136965736,0.00240324528058372,0.26199005566209,0.00206564132819356,Neutral,-0.00654433698558677,0.00585640866222522
1830,LK1-F05,30SC7,14,-0.0123780393812691,0.00235234605808625,0.00363530291621199,0.26199005566209,0.00206564132819356,Deleterious,-0.021757120905096,-0.00299895785744217
1831,LK1-F05,30SC7,15,-0.00630605223730041,0.00138926658736211,0.00185900162271018,0.26199005566209,0.00206564132819356,Deleterious,-0.0111022764238927,-0.00150982805070815
1832,LK1-F05,30SC7,17,-0.00355002904541766,0.000746024247986613,0.00138130025847309,0.26199005566209,0.00206564132819356,Neutral,-0.00711378371227823,1.37256214429119E-05
1833,LK1-F05,30SC7,18,-0.0127002848304072,0.00157347938943802,0.00185150200431387,0.26199005566209,0.00206564132819356,Deleterious,-0.017477160001537,-0.00792340965927742
1834,LK1-F05,30SC7,19,-0.0076333713672081,0.00199207352799175,0.0034131441216675,0.26199005566209,0.00206564132819356,Neutral,-0.0164392832011102,0.00117254046669405
1835,LK1-F05,30SC7,21,0.0100066126651577,0.00219917811408585,0.00534422629838853,0.26199005566209,0.00206564132819356,Neutral,-0.00378149118468471,0.0237947165150001
1836,LK1-F05,30SC7,22,-0.0175369385662317,0.00268278015124441,0.00345303740768386,0.26199005566209,0.00206564132819356,Deleterious,-0.0264457750780561,-0.00862810205440734
1837,LK1-F05,30SC7,24,-0.0108086311073802,0.00121840455001758,0.0100763938242541,0.26199005566209,0.00206564132819356,Neutral,-0.0368057271739558,0.0151884649591954
1838,LK1-F05,30SC7,26,0.00265597070955986,0.000807367161776082,0.00182653440734728,0.26199005566209,0.00206564132819356,Neutral,-0.00205648806139612,0.00736842948051584
1839,LK1-F05,30SC7,27,-0.00335069799529106,0.00120026510109678,0.00151491318311773,0.26199005566209,0.00206564132819356,Neutral,-0.0072591740077348,0.000557778017152684
1840,LK1-F05,30SC7,29,0.027630013058361,0.00111038075938275,0.00231049108102455,0.26199005566209,0.00206564132819356,Beneficial,0.0216689460693177,0.0335910800474043
1841,LK1-F05,30SC7,33,0.00729308187679691,0.0019447825157537,0.00400906258055721,0.26199005566209,0.00206564132819356,Neutral,-0.00305029958104069,0.0176364633346345
1842,LK1-F05,30SC7,34,0.0064472267855106,0.00201692028665458,0.00605568145951998,0.26199005566209,0.00206564132819356,Neutral,-0.00917643138005095,0.0220708849510721
1843,LK1-F05,30SC7,35,0.022483567445264,0.00130603879566386,0.00229022612978668,0.26199005566209,0.00206564132819356,Beneficial,0.0165747840304144,0.0283923508601136
1844,LK1-F05,30SC7,42,0.0307210651887819,0.0016318744657554,0.00926758489449113,0.26199005566209,0.00206564132819356,Beneficial,0.00681069616099478,0.054631434216569
1845,LK1-F05,30SC7,43,-0.0235871130917018,0.00398778158135961,0.00843862461432084,0.26199005566209,0.00206564132819356,Deleterious,-0.0453587645966496,-0.00181546158675403
1846,LK1-F05,30SC7,44,0.00832687656194487,0.00200892351022945,0.00249005646610913,0.26199005566209,0.00206564132819356,Beneficial,0.00190253087938331,0.0147512222445064
1847,LK1-F05,30SC7,46,-0.024017982555036,0.00107090947391067,0.00187689331945129,0.26199005566209,0.00206564132819356,Deleterious,-0.0288603673192203,-0.0191755977908517
1848,LK1-F05,30SC7,47,-0.0126537391230666,0.00269166035538529,0.00485912088231953,0.26199005566209,0.00206564132819356,Deleterious,-0.025190270999451,-0.000117207246682212
1849,LK1-F05,30SC7,49,-0.0198081552423571,0.00177760831316081,0.0023869358060455,0.26199005566209,0.00206564132819356,Deleterious,-0.0259664496219545,-0.0136498608627597
1850,LK1-F05,30SC7,50,-0.00327378593227798,0.00147070460997207,0.00319581389604267,0.26199005566209,0.00206564132819356,Neutral,-0.0115189857840681,0.00497141391951211
1851,LK1-F05,30SC7,51,0.00411449350292565,0.00099025871013865,0.00173755041174337,0.26199005566209,0.00206564132819356,Neutral,-0.000368386559372244,0.00859737356522354
1852,LK1-F05,30SC7,52,-0.0307550308901041,0.00224187027544667,0.0149728763951576,0.26199005566209,0.00206564132819356,Neutral,-0.0693850519896107,0.00787499020940251
1853,LK1-F05,30SC7,53,-0.035280406116103,0.004039730461025,0.020099080727797,0.26199005566209,0.00206564132819356,Neutral,-0.0871360343938193,0.0165752221616133
1854,LK1-F05,30SC7,55,-0.0405635010365169,0.00325869893193823,0.00659160974971287,0.26199005566209,0.00206564132819356,Deleterious,-0.0575698541907761,-0.0235571478822577
1855,LK1-F05,30SC7,58,-0.00224062691395623,0.00262612209044257,0.00397743794332828,0.26199005566209,0.00206564132819356,Neutral,-0.0125024168077432,0.00802116297983073
1856,LK1-F05,30SC7,59,-0.0177155889171455,0.00240452020491044,0.00355743861500499,0.26199005566209,0.00206564132819356,Deleterious,-0.0268937805438584,-0.00853739729043262
1857,LK1-F05,30SC7,60,0.0204201040840699,0.0025272559821222,0.00725611234024202,0.26199005566209,0.00206564132819356,Beneficial,0.00169933424624549,0.0391408739218943
1858,LK1-F05,30SC7,62,-0.000995650808120735,0.00124584058101185,0.00137704632896038,0.26199005566209,0.00206564132819356,Neutral,-0.00454843033683852,0.00255712872059705
1859,LK1-F05,30SC7,63,-0.00485076558793495,0.00194390690943821,0.00715230347407157,0.26199005566209,0.00206564132819356,Neutral,-0.0233037085510396,0.0136021773751697
1860,LK1-F05,30SC7,64,-0.00853493489110447,0.00153025932023472,0.00651975485274204,0.26199005566209,0.00206564132819356,Neutral,-0.0253559024111789,0.00828603262896999
1861,LK1-F05,30SC7,66,0.0160381810981121,0.0021959898613114,0.00196626024048057,0.26199005566209,0.00206564132819356,Beneficial,0.0109652296776722,0.021111132518552
1862,LK1-F05,30SC7,68,-0.00190354136445177,0.00222576131771913,0.00257376953825878,0.26199005566209,0.00206564132819356,Neutral,-0.00854386677315942,0.00473678404425588
1863,LK1-F05,30SC7,69,-0.0112599259025854,0.00290204356143335,0.0068974259411509,0.26199005566209,0.00206564132819356,Neutral,-0.0290552848307547,0.00653543302558392
1864,LK1-F05,30SC7,70,-0.00953526634180862,0.00263902797891833,0.00298590607084571,0.26199005566209,0.00206564132819356,Deleterious,-0.0172389040045906,-0.00183162867902669
1865,LK1-F05,30SC7,72,0.00395664344492498,0.00213960008503595,0.00449276156307046,0.26199005566209,0.00206564132819356,Neutral,-0.00763468138779681,0.0155479682776468
1866,LK1-F05,30SC7,73,0.00322745833229752,0.00195181530379618,0.0156197603366544,0.26199005566209,0.00206564132819356,Neutral,-0.0370715233362708,0.0435264400008659
1867,LK1-F05,30SC7,76,-0.0363838783855299,0.0040472682889314,0.0259719986682177,0.26199005566209,0.00206564132819356,Neutral,-0.103391634949532,0.0306238781784718
1868,LK1-F05,30SC7,78,-0.000178113635983128,0.00214024460966134,0.00201907315354222,0.26199005566209,0.00206564132819356,Neutral,-0.00538732237212206,0.0050310951001558
1869,LK1-F05,30SC7,79,0.00441235486571583,0.00251213000048274,0.00723436532646256,0.26199005566209,0.00206564132819356,Neutral,-0.0142523076765576,0.0230770174079892
1870,LK1-F05,30SC7,80,-0.0133403667083433,0.00248986778777253,0.00332657166716227,0.26199005566209,0.00206564132819356,Deleterious,-0.021922921609622,-0.00475781180706464
1871,LK1-F05,30SC7,81,0.0383810248304421,0.00192231535375299,0.00236049328776908,0.26199005566209,0.00206564132819356,Beneficial,0.0322909521479979,0.0444710975128863
1872,LK1-F05,30SC7,82,-0.00368062922643238,0.00168364109392108,0.00306689030895415,0.26199005566209,0.00206564132819356,Neutral,-0.0115932062235341,0.00423194777066933
1873,LK1-F05,30SC7,83,-0.00241666950983374,0.00136944256559774,0.00300158134374917,0.26199005566209,0.00206564132819356,Neutral,-0.0101607493767066,0.00532741035703912
1874,LK1-F05,30SC7,84,0.0310933078142354,0.00188683436823776,0.00388518660374274,0.26199005566209,0.00206564132819356,Beneficial,0.0210695263765791,0.0411170892518917
1875,LK1-F05,30SC7,85,-0.0148900080183954,0.00209832026378866,0.00295685662471474,0.26199005566209,0.00206564132819356,Deleterious,-0.0225186981101594,-0.00726131792663137
1876,LK1-F05,30SC7,86,0.00552177822200538,0.0062184064709264,0.0352658658504974,0.26199005566209,0.00206564132819356,Neutral,-0.0854641556722779,0.0965077121162887
1877,LK1-F05,30SC7,88,0.0226238417239001,0.00155116338942714,0.00267979700501524,0.26199005566209,0.00206564132819356,Beneficial,0.0157099654509608,0.0295377179968394
1878,LK1-F05,30SC7,91,-0.000307601288481911,0.00139524333979544,0.00157563936059423,0.26199005566209,0.00206564132819356,Neutral,-0.00437275083881503,0.0037575482618512
1879,LK1-F05,30SC7,92,0.0276233545360049,0.00250766764762431,0.00334588476422391,0.26199005566209,0.00206564132819356,Beneficial,0.0189909718443072,0.0362557372277026
1880,LK1-F05,30SC7,94,-0.0133487780910557,0.00208440136512665,0.00334760495762177,0.26199005566209,0.00206564132819356,Deleterious,-0.0219855988817199,-0.00471195730039153
1881,LK1-F05,30SC7,96,-0.0234237124165288,0.00448078510001243,0.021167865031723,0.26199005566209,0.00206564132819356,Neutral,-0.0780368041983741,0.0311893793653165
1882,LK1-F05,30SC7,97,0.0262893049177013,0.00304534953939804,0.00796522329070519,0.26199005566209,0.00206564132819356,Beneficial,0.00573902882768191,0.0468395810077207
1883,LK1-F05,30SC7,99,0.00318831785176813,0.000824500492679732,0.000920059642674187,0.26199005566209,0.00206564132819356,Beneficial,0.000814563973668728,0.00556207172986753
1884,LK1-F05,30SC7,101,-0.0207175801489398,0.00196038190084805,0.00314657253073114,0.26199005566209,0.00206564132819356,Deleterious,-0.0288357372782261,-0.0125994230196535
1885,LK1-F05,30SC7,102,-0.000164440424348433,0.00109046956291163,0.00122220862449778,0.26199005566209,0.00206564132819356,Neutral,-0.00331773867555271,0.00298885782685584
1886,LK1-F05,30SC7,103,-0.00667246505291448,0.00172494515424903,0.00138750207297506,0.26199005566209,0.00206564132819356,Deleterious,-0.0102522204011901,-0.00309270970463883
1887,LK1-F05,30SC7,104,0.00842933757416825,0.00132381109057465,0.00128317232170212,0.26199005566209,0.00206564132819356,Beneficial,0.00511875298417678,0.0117399221641597
1888,LK1-F05,30SC7,105,0.0252587337706402,0.000903300694550542,0.00189328459711602,0.26199005566209,0.00206564132819356,Beneficial,0.0203740595100809,0.0301434080311995
1889,LK1-F05,30SC7,107,-0.0417471663677903,0.00419335450379316,0.0195247034753253,0.26199005566209,0.00206564132819356,Neutral,-0.0921209013341296,0.00862656859854898
1890,LK1-F05,30SC7,108,-0.0356594931076252,0.00279511405800713,0.0047099304564737,0.26199005566209,0.00206564132819356,Deleterious,-0.0478111136853273,-0.0235078725299231
1891,LK1-F05,30SC7,110,-0.0248298013582022,0.00240690383752545,0.00395338408179843,0.26199005566209,0.00206564132819356,Deleterious,-0.0350295322892421,-0.0146300704271623
1892,LK1-F05,30SC7,114,-0.0130083397124169,0.00201120474690286,0.00205122921964179,0.26199005566209,0.00206564132819356,Deleterious,-0.0183005110990927,-0.00771616832574108
1893,LK1-F05,30SC7,115,0.0228446743945494,0.00137104702364943,0.00304365425777544,0.26199005566209,0.00206564132819356,Beneficial,0.0149920464094888,0.03069730237961
1894,LK1-F05,30SC7,117,0.058436524170864,0.000497769313353823,0.00113411887203298,0.26199005566209,0.00206564132819356,Beneficial,0.0555104974810189,0.0613625508607091
1895,LK1-F05,30SC7,120,-0.000578387708039816,0.00218205843898514,0.00613365284507379,0.26199005566209,0.00206564132819356,Neutral,-0.0164032120483302,0.0152464366322506
1896,LK1-F05,30SC7,121,-0.0347458669643701,0.00216496087765927,0.00294866444320672,0.26199005566209,0.00206564132819356,Deleterious,-0.0423534212278434,-0.0271383127008968
1897,LK1-F05,30SC7,122,-0.00376178157194782,0.00102755150039018,0.00155309134435828,0.26199005566209,0.00206564132819356,Neutral,-0.00776875724039218,0.000245194096496543
1898,LK1-F05,30SC7,123,-0.00275444386231519,0.0022424229938794,0.0057425437511194,0.26199005566209,0.00206564132819356,Neutral,-0.0175702067402032,0.0120613190155729
1899,LK1-F05,30SC7,124,0.00665006835027306,0.00196138371371533,0.00212586860193854,0.26199005566209,0.00206564132819356,Beneficial,0.00116532735727163,0.0121348093432745
1900,LK1-F05,30SC7,127,0.00590698099301802,0.00212242236192921,0.00282471793916209,0.26199005566209,0.00206564132819356,Neutral,-0.00138079129002017,0.0131947532760562
1901,LK1-F05,37SC3,1,-0.000785303625773828,0.000532896998455359,0.00217161291237593,0.325715210345755,0.00496116996725957,Neutral,-0.00638806493970373,0.00481745768815607
1902,LK1-F05,37SC3,2,0.00230099661394816,0.000686265340526958,0.00151499234578346,0.325715210345755,0.00496116996725957,Neutral,-0.00160768363817317,0.00620967686606949
